Year;Road Name;From Street;To Street;length_(m);PCI Rating;Geom;geo_point_2d
2020;29TH AV;MACKENZIE ST;MACDONALD ST / QUESNEL DRIVE;169;NO DATA;"{""coordinates"": [[-123.17020930080122, 49.24611222263352], [-123.1702041153453, 49.246112203287396], [-123.16789460815487, 49.24610364330582], [-123.1678873191158, 49.246103616118475]], ""type"": ""LineString""}";49.246107919398106, -123.16904830995844
2020;22ND AV;PENTICTON ST;SLOCAN ST;191;VERY POOR;"{""coordinates"": [[-123.05223556815437, 49.25066243401562], [-123.05022249540535, 49.250660891635704], [-123.04961575870608, 49.25066051423246], [-123.04961103862922, 49.25066047937898]], ""type"": ""LineString""}";49.250661438821616, -123.05092330335148
2020;CARRALL ST;PACIFIC BOULEVARD;EXPO BOULEVARD;109;GOOD;"{""coordinates"": [[-123.10638058259974, 49.27709916339622], [-123.10634984866073, 49.27758346903335], [-123.10634832829, 49.27759891516379], [-123.1063459114083, 49.27761878774984], [-123.10634295690055, 49.27763863384498], [-123.10633947985079, 49.27765843544497], [-123.10633546790217, 49.27767820065679], [-123.10633093201805, 49.27769791327894], [-123.10632587357071, 49.27771757241057], [-123.10632028016657, 49.277737169067876], [-123.10631417655235, 49.27775670322797], [-123.10630755033444, 49.277776165907056], [-123.10630040149294, 49.27779554810978], [-123.10629274375647, 49.277814840828306], [-123.1062845633953, 49.27783405307034], [-123.10627588922279, 49.2778531578237], [-123.10626669101092, 49.277872164111265], [-123.10625698386328, 49.27789106292381], [-123.10624678152787, 49.27790985424861], [-123.10623608396557, 49.27792852009521], [-123.10622489117593, 49.27794706046341], [-123.10621318940986, 49.27796547536578], [-123.10620100612734, 49.277983747686044], [-123.10618834132414, 49.27800187562502], [-123.10617519502104, 49.278019869077234], [-123.1061615671597, 49.278037701056995], [-123.10614747148836, 49.27805537155158], [-123.10614598847779, 49.27805687061194]], ""type"": ""LineString""}";49.27759502639229, -123.10631679046294
2020;22ND AV;ANZIO DRIVE / SKEENA ST;GLENDALE ST;231;POOR;"{""coordinates"": [[-123.02853320276462, 49.25063107630025], [-123.02852941851371, 49.25063111951236], [-123.02624106609335, 49.250655957131194], [-123.02623876308581, 49.250655934266646], [-123.02610302304066, 49.2506545581619], [-123.02535943236468, 49.250647738981286]], ""type"": ""LineString""}";49.25064581623082, -123.02694632262829
2020;BALSAM ST;18TH AV;16TH AV;120;POOR;"{""coordinates"": [[-123.16032028859418, 49.256318660463684], [-123.1603202214223, 49.25632040922771], [-123.16030000256552, 49.25684766330987], [-123.16027967027959, 49.25739561459588], [-123.16027959199174, 49.257397751068915]], ""type"": ""LineString""}";49.25685819943986, -123.16029977259176
2020;68TH AV;ADERA ST;CORNISH ST;116;FAIR;"{""coordinates"": [[-123.14362371675105, 49.21056469978386], [-123.14203379163311, 49.2105389305885], [-123.14203153295797, 49.21053889378656]], ""type"": ""LineString""}";49.21055179688193, -123.14282762485296
2020;22ND AV;GLEN DRIVE;INVERNESS ST;141;VERY POOR;"{""coordinates"": [[-123.08187868789246, 49.250880445706514], [-123.08187285740141, 49.25088035628811], [-123.08127261994858, 49.250870741418446], [-123.08054005270286, 49.250859029016404], [-123.08036438552266, 49.25085659580017], [-123.07994176612429, 49.250849720705375]], ""type"": ""LineString""}";49.250865036330914, -123.08091022765726
2020;76TH AV;HUDSON ST;EAST END;188;GOOD;"{""coordinates"": [[-123.13521292155022, 49.20138227820349], [-123.134611903298, 49.20137331566622], [-123.1326328616486, 49.20134360258284]], ""type"": ""LineString""}";49.20136296381196, -123.13392289124901
2020;CHESTER ST;37TH AV;35TH AV;194;GOOD;"{""coordinates"": [[-123.08923657755683, 49.23654283173493], [-123.08919024504974, 49.23828764395565]], ""type"": ""LineString""}";49.23741523784529, -123.08921341130329
2020;34TH AV;SLOCAN ST;SLOCAN ST;23;GOOD;"{""coordinates"": [[-123.05453002449791, 49.238889551572704], [-123.05421405602007, 49.23888827543656]], ""type"": ""LineString""}";49.23888891350463, -123.05437204025898
2020;3RD AV;PINE ST;FIR ST;173;VERY GOOD;"{""coordinates"": [[-123.14319601648323, 49.26886036474896], [-123.14319541987669, 49.268860355593624], [-123.1408259130477, 49.26882189174758], [-123.14081867815356, 49.268821773732995]], ""type"": ""LineString""}";49.268841069790355, -123.14200734730959
2020;52ND AV;COMMERCIAL ST;VICTORIA DRIVE;238;GOOD;"{""coordinates"": [[-123.06908629626241, 49.222654571851685], [-123.0664882451706, 49.22262377644856], [-123.0658183159674, 49.222616031078154]], ""type"": ""LineString""}";49.222635223771405, -123.0674523070245
2020;14TH AV;WATERLOO ST;BLENHEIM ST;145;POOR;"{""coordinates"": [[-123.18000438197672, 49.25974861821794], [-123.17927531946631, 49.259737288000466], [-123.17801213707648, 49.25971741242822]], ""type"": ""LineString""}";49.25973306008659, -123.17900825882661
2020;24TH AV;GLADSTONE ST;BRANT ST;181;FAIR;"{""coordinates"": [[-123.06046199754927, 49.248869193010925], [-123.05797541607636, 49.24883803887664]], ""type"": ""LineString""}";49.24885361594379, -123.05921870681283
2020;8TH AV;CYPRESS ST;BURRARD ST;172;VERY GOOD;"{""coordinates"": [[-123.14809251194596, 49.26466264026085], [-123.14632217962499, 49.26463454685677], [-123.14572906815074, 49.264625432311384]], ""type"": ""LineString""}";49.26464392487739, -123.14691079178836
2020;49TH AV;NANAIMO ST;BERKELEY ST;108;POOR;"{""coordinates"": [[-123.05912976997503, 49.22503790713565], [-123.0590616298514, 49.22503735370416], [-123.05898863236291, 49.22503591577987], [-123.0589156764688, 49.22503364932434], [-123.05884280062973, 49.22503055611714], [-123.0587700213173, 49.22502662535568], [-123.0586973495244, 49.225021858833664], [-123.05862482783829, 49.22501626372583], [-123.05855245764872, 49.225009850826126], [-123.05848026365683, 49.225002600332715], [-123.05845280593944, 49.22499951985876], [-123.05840828983806, 49.22499453201327], [-123.05833651970246, 49.224985635082255], [-123.0582650109486, 49.2249759203052], [-123.05819377457644, 49.22496539577279], [-123.05812282568498, 49.22495405158317], [-123.05805219314189, 49.224941907511976], [-123.05800592752325, 49.22493347520412], [-123.05798489643509, 49.22492962679414], [-123.05791434474864, 49.2249172757069], [-123.05784347954602, 49.224905742403124], [-123.05777231179222, 49.22489501068529], [-123.0577008566111, 49.22488509763626], [-123.05767166781749, 49.22488139716798], [-123.05767070355658, 49.22488127441424]], ""type"": ""LineString""}";49.22498021830733, -123.05839824710856
2020;58TH AV;ONTARIO ST;MAIN ST;313;VERY POOR;"{""coordinates"": [[-123.10622263548126, 49.21770479466149], [-123.10548582644526, 49.21769262370798], [-123.10406583913164, 49.21766230590224], [-123.10258537684517, 49.21763056622938], [-123.10192667790064, 49.217616992566604]], ""type"": ""LineString""}";49.21766218335549, -123.1040746326382
2020;BALACLAVA ST;43RD AV;42ND AV;109;VERY GOOD;"{""coordinates"": [[-123.1758197656139, 49.23280075769745], [-123.17581975681186, 49.23280137388604], [-123.17574956763093, 49.23291001747345], [-123.17574062108467, 49.233771895466695]], ""type"": ""LineString""}";49.23327734180629, -123.17575030049723
2020;ARGYLE ST;58TH AV;57TH AV;93;GOOD;"{""coordinates"": [[-123.07209339570953, 49.21727172593363], [-123.0720563163458, 49.21730326132486], [-123.07202489464224, 49.217349118155305], [-123.0720127082851, 49.21738923299523], [-123.07200806290325, 49.21743277393161], [-123.07200541961055, 49.21763984775205], [-123.07199787272772, 49.21809468151304]], ""type"": ""LineString""}";49.217670428509884, -123.07201090282837
2020;10TH AV;BIRCH ST;ALDER ST;172;FAIR;"{""coordinates"": [[-123.13375778073258, 49.262554879708354], [-123.1313944699613, 49.26251691964744]], ""type"": ""LineString""}";49.2625358996779, -123.13257612534693
2020;COLLINGWOOD ST;26TH AV;KING EDWARD AV;118;VERY POOR;"{""coordinates"": [[-123.18179797592572, 49.24899935968715], [-123.18179794380653, 49.24900296142906], [-123.18179301730889, 49.249479596884456], [-123.18178863609415, 49.24986525276837], [-123.18178895692004, 49.24986655657217], [-123.18188574076042, 49.250047704937046], [-123.1818857203148, 49.25004999425568]], ""type"": ""LineString""}";49.249534435226366, -123.18180200236802
2020;7TH AV;LILLOOET ST;WINDERMERE ST;184;FAIR;"{""coordinates"": [[-123.03901963238927, 49.26383957548489], [-123.0364961282538, 49.26383092100053], [-123.03649063586398, 49.26383090024728]], ""type"": ""LineString""}";49.2638352388224, -123.03775513412317
2020;49TH AV;ONTARIO ST;QUEBEC ST;158;VERY POOR;"{""coordinates"": [[-123.10596263543479, 49.22575022618099], [-123.10595861956335, 49.22575021907033], [-123.10535787438238, 49.22573807082677], [-123.10446381226895, 49.22572044790143], [-123.10379867599251, 49.22570658668914], [-123.1037936710864, 49.22570649223829]], ""type"": ""LineString""}";49.22572854111758, -123.10487814987899
2020;64TH AV;ANGUS DRIVE;EAST BOULEVARD;138;VERY POOR;"{""coordinates"": [[-123.1484891419334, 49.21327699140132], [-123.14848463394148, 49.21327691983684], [-123.1465949157877, 49.21324595115305]], ""type"": ""LineString""}";49.213261472430354, -123.14754202884195
2020;56TH AV;GRANVILLE ST;CARTIER ST;174;GOOD;"{""coordinates"": [[-123.14012522776406, 49.21989781180453], [-123.13941443718444, 49.219887855030635], [-123.13773632373706, 49.21986426131748]], ""type"": ""LineString""}";49.21988104944992, -123.13893077556969
2020;21ST AV;WALLACE ST;HIGHBURY ST;201;FAIR;"{""coordinates"": [[-123.19081768112575, 49.25379237718455], [-123.19081422636019, 49.253792364000454], [-123.18805561469398, 49.25378187769945]], ""type"": ""LineString""}";49.25378712741628, -123.18943664790996
2020;13TH AV;BALSAM ST;VINE ST;172;VERY POOR;"{""coordinates"": [[-123.1601684661994, 49.26017590415774], [-123.1578071091944, 49.260138354832804], [-123.15780526057658, 49.26013832497494]], ""type"": ""LineString""}";49.26015711479705, -123.1589868633843
2020;54TH AV;ONTARIO ST;QUEBEC ST;156;GOOD;"{""coordinates"": [[-123.10609838537027, 49.221150444635434], [-123.10547569013586, 49.221136877023426], [-123.10459076835348, 49.22111756732205], [-123.10395725473421, 49.22110376564349]], ""type"": ""LineString""}";49.22112710448668, -123.10502782006645
2020;ADANAC ST;SLOCAN ST;KASLO ST;191;POOR;"{""coordinates"": [[-123.04933112020423, 49.27745741838024], [-123.04857243096761, 49.27745671974046], [-123.04746779576284, 49.27745582233213], [-123.04670764268525, 49.27745545926366], [-123.04670517345987, 49.27745545846272]], ""type"": ""LineString""}";49.277456318398, -123.04801814691588
2020;19TH AV;VICTORIA DRIVE;HULL ST;185;FAIR;"{""coordinates"": [[-123.06608848503068, 49.254141422360604], [-123.06438268347434, 49.25366705742395], [-123.06374864337118, 49.25349073208911]], ""type"": ""LineString""}";49.253816079136406, -123.06491856366932
2020;CLARK DR;KINGSWAY;21ST AV;53;GOOD;"{""coordinates"": [[-123.07822414554282, 49.25128747065556], [-123.07810078025669, 49.25140709614768], [-123.07802631928821, 49.251488197925006], [-123.0780029903111, 49.25152192777712], [-123.07798590704628, 49.251560231977486], [-123.07797624802275, 49.25172058465538], [-123.07797623077676, 49.25172097685875]], ""type"": ""LineString""}";49.25148586485474, -123.07806128899122
2020;60TH AV;ARGYLE ST;JASPER CRESCENT;137;GOOD;"{""coordinates"": [[-123.07203337960834, 49.21541678578249], [-123.07203290724449, 49.215416779780355], [-123.0718652728836, 49.21542213653978], [-123.07162353864653, 49.21542050291773], [-123.07080383642061, 49.21541481232262], [-123.0701524816317, 49.21541061045447]], ""type"": ""LineString""}";49.21541657577857, -123.0710929683353
2020;4TH AV;ONTARIO ST;QUEBEC ST;141;GOOD;"{""coordinates"": [[-123.10471879192465, 49.26738587178232], [-123.10471359173967, 49.26738577844754], [-123.10278140252618, 49.26735067624046]], ""type"": ""LineString""}";49.26736827457834, -123.10375009721518
2020;21ST AV;NOOTKA ST;LILLOOET ST;184;GOOD;"{""coordinates"": [[-123.0415856341032, 49.25149269612078], [-123.03905752642767, 49.251489510800134], [-123.03905725709845, 49.25148950999167]], ""type"": ""LineString""}";49.25149110329076, -123.04032144560033
2020;22ND AV;WINDSOR ST;GLEN DRIVE;141;VERY POOR;"{""coordinates"": [[-123.08381565839036, 49.2509101181413], [-123.08381073482035, 49.25091003805752], [-123.08187868789246, 49.250880445706514]], ""type"": ""LineString""}";49.250895279594644, -123.08284717317818
2020;ALMA ST;3RD AV;2ND AV;99;NO DATA;"{""coordinates"": [[-123.18566950304421, 49.269517451805065], [-123.1856532639202, 49.269962743049994], [-123.18563670164012, 49.27040771274906]], ""type"": ""LineString""}";49.26996258535868, -123.18565318597948
2020;COLLINGWOOD ST;12TH AV;11TH AV;101;VERY GOOD;"{""coordinates"": [[-123.18194891951764, 49.26158499664581], [-123.181948808483, 49.26158806688705], [-123.1819320631188, 49.26204019267048], [-123.18191483441217, 49.26249214916735], [-123.1819147971638, 49.26249323314906]], ""type"": ""LineString""}";49.26203911948778, -123.18193198045623
2020;16TH AV;COLUMBIA ST;MANITOBA ST;189;FAIR;"{""coordinates"": [[-123.10970174602446, 49.25677124501611], [-123.10969630222205, 49.25677110536188], [-123.10710629942656, 49.2567058670966]], ""type"": ""LineString""}";49.256738554793294, -123.10840402275763
2020;27TH AV;DUNKIRK ST;COLLINGWOOD ST;121;NO DATA;"{""coordinates"": [[-123.18346654757413, 49.24806050973925], [-123.18346586741933, 49.248060507221275], [-123.18180682312855, 49.248054388343306], [-123.18180401319508, 49.248054377473274]], ""type"": ""LineString""}";49.248057443854336, -123.18263528038366
2020;21ST AV;COLUMBIA ST;MANITOBA ST;189;VERY POOR;"{""coordinates"": [[-123.1099114748574, 49.25196265501557], [-123.1073161196083, 49.251913893209256], [-123.10731542564098, 49.251913880360995]], ""type"": ""LineString""}";49.25193826759331, -123.10861345025096
2020;ARBUTUS ST;2ND AV;1ST AV;98;VERY POOR;"{""coordinates"": [[-123.15270030379392, 49.2698945381618], [-123.15268362801596, 49.2703355057154], [-123.1526677581963, 49.27077580742269]], ""type"": ""LineString""}";49.27033516558816, -123.15268383591909
2020;3RD AV;RENFREW ST;NOOTKA ST;199;VERY POOR;"{""coordinates"": [[-123.04424926340327, 49.26758578340848], [-123.04424617747719, 49.26758577109746], [-123.04348841537679, 49.26758242473031], [-123.04192757414621, 49.26757844919078], [-123.04151447490995, 49.26757794080602], [-123.04151388934011, 49.267577938317864]], ""type"": ""LineString""}";49.267581118042514, -123.04288157858998
2020;53RD AV;MAIN ST;SOPHIA ST;149;GOOD;"{""coordinates"": [[-123.10175274825849, 49.22195932855611], [-123.10110649287061, 49.22194289134925], [-123.09970764783002, 49.22191521892898]], ""type"": ""LineString""}";49.22193602510846, -123.10073022627368
2020;18TH AV;GLEN DRIVE;INVERNESS ST;140;GOOD;"{""coordinates"": [[-123.08173755017418, 49.25449409189114], [-123.07981417411919, 49.254465011180855]], ""type"": ""LineString""}";49.254479551535994, -123.08077586214668
2020;CHARLES ST;PENTICTON ST;SLOCAN ST;191;GOOD;"{""coordinates"": [[-123.05203013642527, 49.27326923282253], [-123.04940774974838, 49.273267295863356], [-123.04940440227708, 49.27326729279709]], ""type"": ""LineString""}";49.2732682631063, -123.05071726935093
2020;3RD AV;COTTON DRIVE;COMMERCIAL DRIVE;141;VERY GOOD;"{""coordinates"": [[-123.0715866905278, 49.26780727032548], [-123.0702371941969, 49.26779689592622], [-123.06965535781247, 49.26779247260069], [-123.06964867037344, 49.26779239027813]], ""type"": ""LineString""}";49.267799828519394, -123.07061768042799
2020;7TH AV;RENFREW ST;NOOTKA ST;199;FAIR;"{""coordinates"": [[-123.0442837614239, 49.26385854577707], [-123.04427858653665, 49.263858532468504], [-123.04351763815939, 49.26385563727765], [-123.0415524072569, 49.263848732821025], [-123.04154860684028, 49.263848719795384]], ""type"": ""LineString""}";49.26385355544818, -123.04291618441654
2020;20TH AV;ASH ST;CAMBIE ST;231;VERY GOOD;"{""coordinates"": [[-123.11827078119408, 49.25335469553367], [-123.11827017103062, 49.25335468356497], [-123.11604651691478, 49.25331256324373], [-123.11604568888654, 49.253312233051254], [-123.11523711319542, 49.25298961644402], [-123.11523597330552, 49.252989313542436]], ""type"": ""LineString""}";49.253282139037, -123.11673114200423
2020;13TH AV;TRUTCH ST;BALACLAVA ST;141;NO DATA;"{""coordinates"": [[-123.17604621964121, 49.260591659816896], [-123.17604133483019, 49.26059158450382], [-123.17455225254999, 49.26056850244136], [-123.17410888550724, 49.26056162712975]], ""type"": ""LineString""}";49.260576644731536, -123.17507755255473
2020;19TH AV;INVERNESS ST;CLARK DRIVE;140;VERY POOR;"{""coordinates"": [[-123.07984356483104, 49.253560492717206], [-123.07984173162498, 49.253560464299845], [-123.07792024845297, 49.253530723787144]], ""type"": ""LineString""}";49.25354560823061, -123.07888190664234
2020;BIRCH ST;12TH AV;11TH AV;105;GOOD;"{""coordinates"": [[-123.13383175866738, 49.260691796012395], [-123.13383168446043, 49.26069383261432], [-123.13381388350194, 49.26117370189002], [-123.13379637222285, 49.2616342580707], [-123.13379630685819, 49.261636007714806]], ""type"": ""LineString""}";49.26116390596634, -123.13381414201442
2020;25TH AV;WEST END;NOOTKA ST;128;VERY POOR;"{""coordinates"": [[-123.04338180410225, 49.247899504342705], [-123.0423316465299, 49.24789394445851], [-123.04162364248127, 49.24789040482211]], ""type"": ""LineString""}";49.24789489223356, -123.04250272361267
2020;BLENHEIM ST;22ND AV;21ST AV;100;VERY GOOD;"{""coordinates"": [[-123.1785587215705, 49.25284189444165], [-123.17855395020908, 49.25329101908811], [-123.17855001603868, 49.25374139364135]], ""type"": ""LineString""}";49.25329164198652, -123.17855415650251
2020;40TH AV;GRANVILLE ST;CARTIER ST;174;VERY POOR;"{""coordinates"": [[-123.13955036532482, 49.23537927412564], [-123.13880360152189, 49.23535760290597], [-123.13716332311267, 49.235299345176614]], ""type"": ""LineString""}";49.23534097475378, -123.1383567904888
2020;32ND AV;BEVERLY CRESCENT;CONNAUGHT DRIVE;126;VERY POOR;"{""coordinates"": [[-123.14369210789438, 49.24345157924933], [-123.14368830912589, 49.243450657464464], [-123.1436658711663, 49.24344518927824], [-123.14363921137995, 49.24343835906047], [-123.1436127430362, 49.24343121466468], [-123.14358646618243, 49.24342377228242], [-123.14356733884279, 49.24341812905278], [-123.14352750343919, 49.2434065836859], [-123.14348798272371, 49.24339458005672], [-123.14344878910921, 49.243382134341616], [-123.14340993905981, 49.24336923842469], [-123.14337143123099, 49.24335590220279], [-123.14333329309625, 49.24334212384309], [-123.1432955246849, 49.243327913240705], [-123.14325813976521, 49.243313280273654], [-123.14322115204554, 49.24329821413105], [-123.14318456018114, 49.243282724709665], [-123.14314839445025, 49.24326682996288], [-123.14311266719504, 49.24325052178006], [-123.14307737841072, 49.243233798362574], [-123.14305464959818, 49.24322270839289], [-123.14299785634118, 49.24319589283215], [-123.14296702459696, 49.243181088845255], [-123.14293582293338, 49.24316663612209], [-123.14290422390083, 49.24315254459114], [-123.14287225499749, 49.24313882141421], [-123.14283992993852, 49.24312545847838], [-123.14280724874945, 49.24311246477855], [-123.14277422382334, 49.24309985019383], [-123.14274087164115, 49.24308761290457], [-123.14270720459588, 49.24307576278989], [-123.14267322268952, 49.24306430074908], [-123.14263893965521, 49.24305322496584], [-123.14260436923381, 49.24304253632247], [-123.14256951147648, 49.24303225280913], [-123.14253439246306, 49.24302236629768], [-123.14249901496136, 49.24301288398063], [-123.14246337759936, 49.24300380675902], [-123.14242752162134, 49.24299514447649], [-123.14239143325665, 49.242986886355496], [-123.14235512627175, 49.242979042273646], [-123.14231861440734, 49.24297161311335], [-123.14228192513508, 49.242964597041514], [-123.14224504476954, 49.24295801296485], [-123.1422079869996, 49.24295184377535], [-123.1421707779747, 49.242946105632086], [-123.14215703884027, 49.24294410580607]], ""type"": ""LineString""}";49.243180123243064, -123.14292952756216
2020;15TH AV;TRAFALGAR ST;LARCH ST;164;VERY GOOD;"{""coordinates"": [[-123.16486074254257, 49.25840766749058], [-123.1626136198328, 49.25837263858614], [-123.16260749830616, 49.2583725419577]], ""type"": ""LineString""}";49.258390105324374, -123.16373412041493
2020;4TH AV;LARCH ST;BALSAM ST;173;GOOD;"{""coordinates"": [[-123.16224679244009, 49.26828104288296], [-123.16224450499894, 49.268281006516105], [-123.15987509868802, 49.268243366750035], [-123.15986944333032, 49.26824327742692]], ""type"": ""LineString""}";49.26826215988285, -123.16105811788954
2020;45TH AV;STIRLING ST;BERKELEY ST;145;VERY POOR;"{""coordinates"": [[-123.05991344255405, 49.229415733621714], [-123.05990797042972, 49.22941569418195], [-123.05973527846713, 49.22941443342184], [-123.05903559790775, 49.229409330287645], [-123.05903444964082, 49.229409321879224], [-123.0579290265487, 49.22940178036904], [-123.05792195977156, 49.22940173443864]], ""type"": ""LineString""}";49.22940861688047, -123.05891770198927
