road_name,from_street,to_street,pci_rating,dist_to_water_m,humidity_proxy,pavement_risk,pci_missing,pavement_risk_adj,bearing_deg,sun_exposure,is_bridge,recent_moisture,temp_near_zero,black_ice_risk
1ST AV,FIR ST,CREEKSIDE DRIVE / ISLAND PARK WALK,FAIR,58.4,0.89,0.5,0,0.5,53.817145259194035,0.5,0,1,1.0,0.529
24TH AV,DUNBAR ST,COLLINGWOOD ST,FAIR,2210.5,0.012,0.5,0,0.5,90.50418487991544,0.5,0,1,1.0,0.397
28TH AV,PRINCE EDWARD ST,ST. GEORGE ST,POOR,951.6,0.149,0.8,0,0.8,91.09389008231045,0.5,0,1,1.0,0.47
27TH AV,BALACLAVA ST,CARNARVON ST,VERY GOOD,2256.9,0.011,0.1,0,0.1,90.47091345466686,0.5,0,1,1.0,0.326
12TH AV,MACDONALD ST,KITSILANO DIVERSION / STEPHENS ST,VERY GOOD,2060.3,0.016,0.1,0,0.1,91.51566110246972,0.5,0,1,1.0,0.327
AUSTREY AV,SPENCER ST,MCHARDY ST,VERY POOR,813.6,0.196,0.95,0,0.95,121.55156077510338,0.5,0,1,1.0,0.504
ALDER ST,11TH AV,10TH AV,VERY GOOD,192.1,0.681,0.1,0,0.1,1.4926631602156135,0.8,0,1,1.0,0.502
62ND AV,GRANVILLE ST,FRENCH ST,GOOD,1154.1,0.099,0.3,0,0.3,88.24080315502846,0.5,0,1,1.0,0.375
29TH AV,MACKENZIE ST,MACDONALD ST / QUESNEL DRIVE,NO DATA,2145.4,0.014,0.5,1,0.4,90.452437222669,0.5,0,1,1.0,0.379
22ND AV,PENTICTON ST,SLOCAN ST,VERY POOR,786.7,0.207,0.95,0,0.95,90.10376256925935,0.5,0,1,1.0,0.505
CARRALL ST,PACIFIC BOULEVARD,EXPO BOULEVARD,GOOD,89.8,0.836,0.3,0,0.3,9.185621691788697,0.8,0,1,1.0,0.561
22ND AV,ANZIO DRIVE / SKEENA ST,GLENDALE ST,POOR,702.0,0.246,0.8,0,0.8,89.5609094384348,0.5,0,1,1.0,0.485
BALSAM ST,18TH AV,16TH AV,POOR,2088.5,0.015,0.8,0,0.8,1.5355262160251186,0.8,0,1,1.0,0.525
68TH AV,ADERA ST,CORNISH ST,FAIR,625.4,0.286,0.5,0,0.5,91.5252811728243,0.5,0,1,1.0,0.438
22ND AV,GLEN DRIVE,INVERNESS ST,VERY POOR,1330.1,0.07,0.95,0,0.95,91.44941361482591,0.5,0,1,1.0,0.485
76TH AV,HUDSON ST,EAST END,GOOD,89.9,0.835,0.3,0,0.3,91.41184703458674,0.5,1,1,1.0,0.785
CHESTER ST,37TH AV,35TH AV,GOOD,1204.9,0.09,0.3,0,0.3,1.0637251337108182,0.8,0,1,1.0,0.448
34TH AV,SLOCAN ST,SLOCAN ST,GOOD,291.4,0.558,0.3,0,0.3,90.39458902206206,0.5,0,1,1.0,0.444
3RD AV,PINE ST,FIR ST,VERY GOOD,210.9,0.656,0.1,0,0.1,91.52861930175908,0.5,0,1,1.0,0.423
52ND AV,COMMERCIAL ST,VICTORIA DRIVE,GOOD,1594.8,0.041,0.3,0,0.3,91.08259452592608,0.5,0,1,1.0,0.366
14TH AV,WATERLOO ST,BLENHEIM ST,POOR,1508.1,0.049,0.8,0,0.8,91.50657402378783,0.5,0,1,1.0,0.455
24TH AV,GLADSTONE ST,BRANT ST,FAIR,618.6,0.29,0.5,0,0.5,91.14127314490958,0.5,0,1,1.0,0.439
8TH AV,CYPRESS ST,BURRARD ST,VERY GOOD,790.3,0.206,0.1,0,0.1,91.48935392694841,0.5,0,1,1.0,0.355
49TH AV,NANAIMO ST,BERKELEY ST,POOR,1400.6,0.061,0.8,0,0.8,99.35241951513308,0.5,0,1,1.0,0.457
58TH AV,ONTARIO ST,MAIN ST,VERY POOR,245.6,0.612,0.95,0,0.95,91.86587670881272,0.5,0,1,1.0,0.566
BALACLAVA ST,43RD AV,42ND AV,VERY GOOD,624.3,0.287,0.1,0,0.1,3.188034670059949,0.8,0,1,1.0,0.442
ARGYLE ST,58TH AV,57TH AV,GOOD,965.7,0.145,0.3,0,0.3,4.402694955256209,0.8,0,1,1.0,0.456
10TH AV,BIRCH ST,ALDER ST,FAIR,184.2,0.692,0.5,0,0.5,91.50635175818559,0.5,0,1,1.0,0.499
COLLINGWOOD ST,26TH AV,KING EDWARD AV,VERY POOR,2344.8,0.009,0.95,0,0.95,357.0083562218194,0.8,0,1,1.0,0.551
7TH AV,LILLOOET ST,WINDERMERE ST,FAIR,443.8,0.412,0.5,0,0.5,90.32892186755004,0.5,0,1,1.0,0.457
49TH AV,ONTARIO ST,QUEBEC ST,VERY POOR,28.9,0.944,0.95,0,0.95,91.8427722460811,0.5,0,1,1.0,0.617
64TH AV,ANGUS DRIVE,EAST BOULEVARD,VERY POOR,580.8,0.313,0.95,0,0.95,91.54456482265738,0.5,0,1,1.0,0.521
56TH AV,GRANVILLE ST,CARTIER ST,GOOD,1518.7,0.048,0.3,0,0.3,91.33346391076861,0.5,0,1,1.0,0.367
21ST AV,WALLACE ST,HIGHBURY ST,FAIR,1836.5,0.025,0.5,0,0.5,90.47624471584072,0.5,0,1,1.0,0.399
13TH AV,BALSAM ST,VINE ST,VERY POOR,1748.5,0.03,0.95,0,0.95,91.5122528680642,0.5,0,1,1.0,0.479
54TH AV,ONTARIO ST,QUEBEC ST,GOOD,291.2,0.559,0.3,0,0.3,91.98581047282505,0.5,0,1,1.0,0.444
ADANAC ST,SLOCAN ST,KASLO ST,POOR,556.6,0.329,0.8,0,0.8,90.1017528770625,0.5,0,1,1.0,0.497
19TH AV,VICTORIA DRIVE,HULL ST,FAIR,148.4,0.743,0.5,0,0.5,113.06678983506282,0.5,0,1,1.0,0.507
CLARK DR,KINGSWAY,21ST AV,GOOD,1161.2,0.098,0.3,0,0.3,20.583190006748055,0.8,0,1,1.0,0.449
60TH AV,ARGYLE ST,JASPER CRESCENT,GOOD,763.1,0.217,0.3,0,0.3,90.3409797873204,0.5,0,1,1.0,0.392
4TH AV,ONTARIO ST,QUEBEC ST,GOOD,277.7,0.574,0.3,0,0.3,91.66876334781102,0.5,0,1,1.0,0.446
21ST AV,NOOTKA ST,LILLOOET ST,GOOD,754.6,0.221,0.3,0,0.3,90.14084237894974,0.5,0,1,1.0,0.393
22ND AV,WINDSOR ST,GLEN DRIVE,VERY POOR,1459.8,0.054,0.95,0,0.95,91.40331213424253,0.5,0,1,1.0,0.482
ALMA ST,3RD AV,2ND AV,NO DATA,544.2,0.337,0.5,1,0.4,1.5218202544181736,0.8,0,1,1.0,0.503
COLLINGWOOD ST,12TH AV,11TH AV,VERY GOOD,1187.1,0.093,0.1,0,0.1,1.546384425113672,0.8,0,1,1.0,0.413
16TH AV,COLUMBIA ST,MANITOBA ST,FAIR,949.7,0.15,0.5,0,0.5,92.28601307475998,0.5,0,1,1.0,0.417
27TH AV,DUNKIRK ST,COLLINGWOOD ST,NO DATA,2239.9,0.011,0.5,1,0.4,90.46116833213387,0.5,0,1,1.0,0.379
21ST AV,COLUMBIA ST,MANITOBA ST,VERY POOR,848.9,0.183,0.95,0,0.95,91.72628914243978,0.5,0,1,1.0,0.502
ARBUTUS ST,2ND AV,1ST AV,VERY POOR,861.7,0.178,0.95,0,0.95,1.5000363240855563,0.8,0,1,1.0,0.576
3RD AV,RENFREW ST,NOOTKA ST,VERY POOR,908.3,0.163,0.95,0,0.95,90.28360067366259,0.5,0,1,1.0,0.499
53RD AV,MAIN ST,SOPHIA ST,GOOD,509.7,0.361,0.3,0,0.3,91.96225973377898,0.5,0,1,1.0,0.414
18TH AV,GLEN DRIVE,INVERNESS ST,GOOD,1210.0,0.089,0.3,0,0.3,91.3844020679661,0.5,0,1,1.0,0.373
CHARLES ST,PENTICTON ST,SLOCAN ST,GOOD,1053.4,0.122,0.3,0,0.3,90.10313239942616,0.5,0,1,1.0,0.378
3RD AV,COTTON DRIVE,COMMERCIAL DRIVE,VERY GOOD,1236.7,0.084,0.1,0,0.1,90.72572577030161,0.5,0,1,1.0,0.337
7TH AV,RENFREW ST,NOOTKA ST,FAIR,562.6,0.325,0.5,0,0.5,90.34702984118451,0.5,0,1,1.0,0.444
20TH AV,ASH ST,CAMBIE ST,VERY GOOD,774.6,0.212,0.1,0,0.1,100.51021024136139,0.5,0,1,1.0,0.356
13TH AV,TRUTCH ST,BALACLAVA ST,NO DATA,1642.5,0.037,0.5,1,0.4,91.48948552697016,0.5,0,1,1.0,0.383
19TH AV,INVERNESS ST,CLARK DRIVE,VERY POOR,1097.9,0.111,0.95,0,0.95,91.41428582506353,0.5,0,1,1.0,0.491
BIRCH ST,12TH AV,11TH AV,GOOD,308.3,0.54,0.3,0,0.3,1.5090707771231564,0.8,0,1,1.0,0.516
25TH AV,WEST END,NOOTKA ST,VERY POOR,975.3,0.142,0.95,0,0.95,90.48515348582816,0.5,0,1,1.0,0.496
BLENHEIM ST,22ND AV,21ST AV,VERY GOOD,2119.5,0.014,0.1,0,0.1,0.49825196672497896,0.8,0,1,1.0,0.401
40TH AV,GRANVILLE ST,CARTIER ST,VERY POOR,324.9,0.522,0.95,0,0.95,93.03204343200912,0.5,0,1,1.0,0.553
32ND AV,BEVERLY CRESCENT,CONNAUGHT DRIVE,VERY POOR,480.7,0.382,0.95,0,0.95,116.89859529051029,0.5,0,1,1.0,0.532
15TH AV,TRAFALGAR ST,LARCH ST,VERY GOOD,2141.6,0.014,0.1,0,0.1,91.488420425036,0.5,0,1,1.0,0.326
4TH AV,LARCH ST,BALSAM ST,GOOD,1429.2,0.057,0.3,0,0.3,91.51264493540441,0.5,0,1,1.0,0.368
45TH AV,STIRLING ST,BERKELEY ST,VERY POOR,1047.5,0.123,0.95,0,0.95,90.65958637499466,0.5,0,1,1.0,0.493
17TH AV,CAROLINA ST,FRASER ST,GOOD,1743.6,0.031,0.3,0,0.3,91.446373620999,0.5,0,1,1.0,0.364
BRAEBURN ST,NASSAU DRIVE,56TH AV,GOOD,1160.0,0.098,0.3,0,0.3,333.0133704322454,0.8,0,1,1.0,0.449
15TH AV,WINDSOR ST,GLEN DRIVE,GOOD,1310.8,0.073,0.3,0,0.3,93.62573107982985,0.5,0,1,1.0,0.37
44TH AV,ALBERTA ST,COLUMBIA ST,VERY GOOD,564.7,0.323,0.1,0,0.1,93.4622635376038,0.5,0,1,1.0,0.373
29TH AV,ALMA ST,DUNBAR ST,GOOD,2061.1,0.016,0.3,0,0.3,90.60719651611657,0.5,0,1,1.0,0.362
13TH AV,TRIMBLE ST,DISCOVERY ST,NO DATA,1165.8,0.097,0.5,1,0.4,91.47403664310747,0.5,0,1,1.0,0.392
60TH AV,PRINCE EDWARD ST,ST. GEORGE ST,POOR,889.5,0.169,0.8,0,0.8,91.94753935572174,0.5,0,1,1.0,0.473
ADERA ST,68TH AV,66TH AV,GOOD,624.9,0.287,0.3,0,0.3,1.4023209020297145,0.8,0,1,1.0,0.478
4TH AV,SEMLIN DRIVE,LAKEWOOD DRIVE,FAIR,744.2,0.226,0.5,0,0.5,90.78486302629847,0.5,0,1,1.0,0.429
CLARENDON ST,40TH AV,39TH AV,FAIR,458.6,0.4,0.5,0,0.5,0.39673822652133595,0.8,0,1,1.0,0.53
59TH AV,OSLER ST,OAK ST,VERY GOOD,1181.9,0.094,0.1,0,0.1,92.45200922615766,0.5,0,1,1.0,0.338
CASSIAR ST,25TH AV,24TH AV,POOR,411.8,0.439,0.8,0,0.8,0.19694881852041135,0.8,0,1,1.0,0.589
33RD AV,CAMOSUN ST,CROWN ST,FAIR,1887.5,0.023,0.5,0,0.5,90.55917496606321,0.5,0,1,1.0,0.398
ALBERTA ST,40TH AV,39TH AV,FAIR,663.4,0.265,0.5,0,0.5,1.74184501503629,0.8,0,1,1.0,0.51
BUTLER ST,MAQUINNA DRIVE,ROSEMONT DRIVE,POOR,320.1,0.527,0.8,0,0.8,318.15142091046016,0.8,0,1,1.0,0.602
63RD AV,LAUREL ST,HEATHER ST,GOOD,670.8,0.261,0.3,0,0.3,91.39461106905043,0.5,0,1,1.0,0.399
BALMORAL ST,55TH AV,53RD AV,VERY POOR,1356.9,0.066,0.95,0,0.95,1.0015446361002205,0.8,0,1,1.0,0.559
4TH AV,VINE ST,YEW ST,POOR,1142.0,0.102,0.8,0,0.8,91.4972726768209,0.5,0,1,1.0,0.463
59TH AV,YUKON ST,COLUMBIA ST,VERY POOR,192.3,0.681,0.95,0,0.95,90.96749730244437,0.5,0,1,1.0,0.577
37TH AV,HUDSON ST,SELKIRK ST,NO DATA,154.7,0.734,0.5,1,0.4,93.10329613636463,0.5,0,1,1.0,0.488
29TH AV,QUEBEC ST,MAIN ST,GOOD,570.9,0.319,0.3,0,0.3,91.43956693310355,0.5,0,1,1.0,0.408
39TH AV,MANSON ST,ASH ST,GOOD,722.6,0.236,0.3,0,0.3,93.10981458362608,0.5,0,1,1.0,0.395
ALAMEIN AV,OLIVER CRESCENT,MACDONALD ST,FAIR,2511.2,0.007,0.5,0,0.5,90.50967863774105,0.5,0,1,1.0,0.396
2ND AV,SLOCAN ST,KASLO ST,FAIR,876.6,0.173,0.5,0,0.5,89.45912046353624,0.5,0,1,1.0,0.421
57TH AV,MAIN ST,PRINCE EDWARD ST,POOR,558.6,0.327,0.8,0,0.8,91.70130409762976,0.5,0,1,1.0,0.497
35TH AV,ROSS ST,SHERBROOKE ST,FAIR,1696.1,0.034,0.5,0,0.5,91.20097254861838,0.5,0,1,1.0,0.4
ASH ST,10TH AV,BROADWAY,NO DATA,34.1,0.934,0.5,1,0.4,1.4172147426052106,0.8,0,1,1.0,0.593
4TH AV,QUEBEC ST,MAIN ST,GOOD,273.0,0.579,0.3,0,0.3,91.67116142542159,0.5,0,1,1.0,0.447
14TH AV,QUEBEC ST,MAIN ST,GOOD,1208.3,0.089,0.3,0,0.3,91.63761979628782,0.5,0,1,1.0,0.373
BRUNSWICK ST,BROADWAY,8TH AV,POOR,774.2,0.213,0.8,0,0.8,1.7386044461169945,0.8,0,1,1.0,0.555
30TH AV,ONTARIO ST,JAMES ST,FAIR,366.0,0.481,0.5,0,0.5,91.59516330912595,0.5,0,1,1.0,0.467
21ST AV,YUKON ST,COLUMBIA ST,FAIR,810.0,0.198,0.5,0,0.5,91.73189517033848,0.5,0,1,1.0,0.425
30TH AV,WALDEN ST,SOPHIA ST,VERY POOR,601.6,0.3,0.95,0,0.95,91.60662436752852,0.5,0,1,1.0,0.52
7TH AV,PRINCE EDWARD ST,GUELPH ST,GOOD,737.3,0.229,0.3,0,0.3,102.75025284030164,0.5,0,1,1.0,0.394
10TH AV,PRINCE EDWARD ST,GUELPH ST,VERY GOOD,1007.8,0.133,0.1,0,0.1,90.7246353983773,0.5,0,1,1.0,0.344
51ST AV,BEECHWOOD ST,BEECHWOOD ST,NO DATA,619.6,0.29,0.5,1,0.4,91.15392363434916,0.5,0,1,1.0,0.421
CARTIER ST,49TH AV,48TH AV,FAIR,1158.6,0.099,0.5,0,0.5,1.2690641849789586,0.8,0,1,1.0,0.485
COMMERCIAL ST,49TH AV,47TH AV,POOR,1692.0,0.034,0.8,0,0.8,1.065762635581052,0.8,0,1,1.0,0.528
20TH AV,BLENHEIM ST,QUESNEL DRIVE,VERY POOR,2033.0,0.017,0.95,0,0.95,87.84886823618592,0.5,0,1,1.0,0.477
ALBERTA ST,43RD AV,42ND AV,POOR,712.2,0.241,0.8,0,0.8,350.2027663146785,0.8,0,1,1.0,0.559
44TH AV,SOPHIA ST,PRINCE EDWARD ST,GOOD,717.1,0.238,0.3,0,0.3,91.8014339203774,0.5,0,1,1.0,0.395
ARBUTUS ST,60TH AV,59TH AV,VERY POOR,545.6,0.336,0.95,0,0.95,1.4937181716765053,0.8,0,1,1.0,0.6
68TH AV,HEATHER ST,ASH ST,VERY POOR,360.6,0.486,0.95,0,0.95,91.23041797287954,0.5,0,1,1.0,0.548
CONNAUGHT DR,SELKIRK ST,OSLER ST,POOR,364.4,0.483,0.8,0,0.8,109.05632135030578,0.5,0,1,1.0,0.521
35TH AV,DUNBAR ST,COLLINGWOOD ST,NO DATA,1398.8,0.061,0.5,1,0.4,90.47392045838274,0.5,0,1,1.0,0.386
11TH AV,DISCOVERY ST,COURTENAY ST,NO DATA,915.2,0.16,0.5,1,0.4,91.47395955885969,0.5,0,1,1.0,0.401
27TH AV,SLOCAN ST,KASLO ST,VERY POOR,962.9,0.146,0.95,0,0.95,90.25722279783474,0.5,0,1,1.0,0.496
12TH AV,QUEBEC ST,WATSON ST,VERY POOR,1064.1,0.119,0.95,0,0.95,91.57108779765127,0.5,0,1,1.0,0.492
49TH AV,ELLIOTT ST,WALES ST,VERY POOR,1249.7,0.082,0.95,0,0.95,90.64955351327711,0.5,0,1,1.0,0.487
29TH AV,HEATHER ST,ASH ST,POOR,309.9,0.538,0.8,0,0.8,91.52514279414294,0.5,0,1,1.0,0.529
15TH AV,TOLMIE ST,SASAMAT ST,FAIR,1527.9,0.047,0.5,0,0.5,91.50902008495945,0.5,0,1,1.0,0.402
13TH AV,PRINCE ALBERT ST,ST. CATHERINES ST,POOR,1609.2,0.04,0.8,0,0.8,90.7722978509197,0.5,0,1,1.0,0.454
39TH AV,LANARK ST,DUMFRIES ST,FAIR,1737.1,0.031,0.5,0,0.5,91.00138203225924,0.5,0,1,1.0,0.399
6TH AV,CLARK DRIVE,MCLEAN DRIVE,FAIR,1221.2,0.087,0.5,0,0.5,110.51476918206731,0.5,0,1,1.0,0.408
CARRINGTON ST,DEERING ISLAND PLACE,CELTIC AV,VERY GOOD,0.0,1.0,0.1,0,0.1,17.965855137742835,0.8,0,1,1.0,0.55
2ND AV,GARDEN DRIVE,NANAIMO ST,POOR,779.7,0.21,0.8,0,0.8,90.73914247336609,0.5,0,1,1.0,0.479
16TH AV,BALSAM ST,VINE ST,POOR,1972.9,0.019,0.8,0,0.8,91.51228600228308,0.5,0,1,1.0,0.451
BEACH CRES,RICHARDS ST,HOMER ST,VERY GOOD,481.9,0.381,0.1,0,0.1,149.3909526493582,0.2,0,1,1.0,0.307
23RD AV,ONTARIO ST,QUEBEC ST,FAIR,813.0,0.197,0.5,0,0.5,88.0538587804703,0.5,0,1,1.0,0.424
15TH AV,BALACLAVA ST,CARNARVON ST,NO DATA,1880.7,0.023,0.5,1,0.4,91.49221773881857,0.5,0,1,1.0,0.381
BARNARD ST,75TH AV,SW MARINE DRIVE,GOOD,120.4,0.786,0.3,0,0.3,9.338952366851231,0.8,0,1,1.0,0.553
2ND AV,5TH AV,4TH AV,FAIR,258.9,0.596,0.5,0,0.5,53.25670736795951,0.5,0,1,1.0,0.485
ASH CRES,57TH AV,54TH AV,GOOD,516.4,0.356,0.3,0,0.3,20.87536449965461,0.8,0,1,1.0,0.488
51ST AV,TYNE ST,TODERICK ST,VERY GOOD,1100.8,0.111,0.1,0,0.1,106.35914512676982,0.5,0,1,1.0,0.341
28TH AV,MARGUERITE ST,ALEXANDRA ST,VERY POOR,716.9,0.238,0.95,0,0.95,91.4836129418436,0.5,0,1,1.0,0.51
4TH AV,LAKEWOOD DRIVE,TEMPLETON DRIVE,GOOD,656.6,0.269,0.3,0,0.3,94.19402971627636,0.5,0,1,1.0,0.4
BURRARD ST,CORDOVA ST,CANADA PLACE,VERY GOOD,196.9,0.674,0.1,0,0.1,44.79984879034674,0.8,0,1,1.0,0.501
ARBUTUS ST,22ND AV,21ST AV,VERY GOOD,1769.7,0.029,0.1,0,0.1,1.54109531106252,0.8,0,1,1.0,0.404
52ND AV,BROOKS ST,BUTLER ST,GOOD,1065.8,0.119,0.3,0,0.3,90.54576377603519,0.5,0,1,1.0,0.377
49TH AV,BLENHEIM ST,BALACLAVA ST,POOR,89.9,0.835,0.8,0,0.8,91.1061284993869,0.5,0,1,1.0,0.574
CASSIAR CONNECTOR SB,HASTINGS ST,FRANKLIN ST,POOR,511.9,0.359,0.8,0,0.8,353.52540611769444,0.8,0,1,1.0,0.577
69TH AV,WILTSHIRE ST,EAST END,POOR,416.5,0.435,0.8,0,0.8,91.43548196351827,0.5,0,1,1.0,0.513
CARNARVON ST,29TH AV,28TH AV,VERY GOOD,2087.7,0.015,0.1,0,0.1,0.4956148338825983,0.8,0,1,1.0,0.402
48TH AV,FREMLIN ST,WILLOW ST,GOOD,974.9,0.142,0.3,0,0.3,93.10592518818521,0.5,0,1,1.0,0.381
17TH AV,CLARK DRIVE,KNIGHT ST,VERY GOOD,914.2,0.161,0.1,0,0.1,91.38771931790058,0.5,0,1,1.0,0.348
30TH AV,ST. GEORGE ST,FRASER ST,FAIR,958.4,0.147,0.5,0,0.5,90.03046104127304,0.5,0,1,1.0,0.417
71ST AV,GRANVILLE ST,FRENCH ST,FAIR,436.3,0.418,0.5,0,0.5,91.3643549477631,0.5,0,1,1.0,0.458
CHARLES ST,GARDEN DRIVE,NANAIMO ST,FAIR,1261.2,0.08,0.5,0,0.5,90.77253179202597,0.5,0,1,1.0,0.407
34TH AV,WALLACE ST,HIGHBURY ST,NO DATA,1611.2,0.04,0.5,1,0.4,90.53027877446641,0.5,0,1,1.0,0.383
23RD AV,KAMLOOPS ST,PENTICTON ST,FAIR,721.3,0.236,0.5,0,0.5,89.72517954660327,0.5,0,1,1.0,0.43
2ND AV,LILLOOET ST,WINDERMERE ST,VERY POOR,527.6,0.348,0.95,0,0.95,90.36071600250341,0.5,0,1,1.0,0.527
57TH AV,BALACLAVA ST,CARNARVON ST,FAIR,44.8,0.914,0.5,0,0.5,91.15109577835187,0.5,0,1,1.0,0.533
ATHLETES WAY,MANITOBA ST,SALT ST,NO DATA,129.2,0.772,0.5,1,0.4,91.6776762484742,0.5,0,1,1.0,0.494
39TH AV,CARNARVON ST,MACKENZIE ST,VERY GOOD,1095.0,0.112,0.1,0,0.1,90.47005977585093,0.5,0,1,1.0,0.341
21ST AV,WINDSOR ST,GLEN DRIVE,POOR,1424.9,0.058,0.8,0,0.8,91.42502479797429,0.5,0,1,1.0,0.456
BALACLAVA ST,18TH AV,16TH AV,GOOD,1951.4,0.02,0.3,0,0.3,3.1752988894805867,0.8,0,1,1.0,0.438
ANGUS DR,57TH AV,54TH AV,VERY GOOD,999.3,0.136,0.1,0,0.1,1.5623558808819666,0.8,0,1,1.0,0.42
3RD AV,BALSAM ST,VINE ST,NO DATA,1237.4,0.084,0.5,1,0.4,91.53314331216848,0.5,0,1,1.0,0.39
32ND AV,SOPHIA ST,PRINCE EDWARD ST,GOOD,599.9,0.301,0.3,0,0.3,91.57326293176112,0.5,0,1,1.0,0.405
45TH AV,CAMBIE ST,ALBERTA ST,VERY GOOD,518.5,0.354,0.1,0,0.1,93.13899813045055,0.5,0,1,1.0,0.378
55TH AV,LANARK ST,FLEMING ST,FAIR,1188.8,0.093,0.5,0,0.5,90.49150179856883,0.5,0,1,1.0,0.409
32ND AV,FRASER ST,PRINCE ALBERT ST,VERY POOR,1151.1,0.1,0.95,0,0.95,90.76861715801351,0.5,0,1,1.0,0.489
12TH AV,ALBERTA ST,COLUMBIA ST,VERY POOR,605.4,0.298,0.95,0,0.95,88.78745646252133,0.5,0,1,1.0,0.519
62ND AV,FRENCH ST,CARTIER ST,GOOD,1221.9,0.087,0.3,0,0.3,91.37772619153736,0.5,0,1,1.0,0.373
3RD AV,LAKEWOOD DRIVE,TEMPLETON DRIVE,VERY GOOD,752.2,0.222,0.1,0,0.1,90.73348700384395,0.5,0,1,1.0,0.358
44TH AV,WALES ST,EARLES ST,VERY GOOD,801.3,0.201,0.1,0,0.1,87.78381664646457,0.5,0,1,1.0,0.355
64TH AV,GRANVILLE ST,FRENCH ST,VERY GOOD,997.5,0.136,0.1,0,0.1,91.44644086756392,0.5,0,1,1.0,0.345
34TH AV,CHAMBERS ST,KINGSWAY,VERY POOR,179.7,0.698,0.95,0,0.95,74.23588024747238,0.5,0,1,1.0,0.579
25TH AV,WINDERMERE ST,RUPERT ST,GOOD,510.7,0.36,0.3,0,0.3,89.96550784132,0.5,0,1,1.0,0.414
44TH AV,DUNBAR ST,COLLINGWOOD ST,NO DATA,494.8,0.372,0.5,1,0.4,90.57214107815486,0.5,0,1,1.0,0.433
11TH AV,CRANBERRY DRIVE,EAST END,NO DATA,1276.4,0.078,0.5,1,0.4,91.6535933040114,0.5,0,1,1.0,0.389
8TH AV,WOODLAND DRIVE,COMMERCIAL DRIVE,FAIR,791.8,0.205,0.5,0,0.5,98.40963427533814,0.5,0,1,1.0,0.426
48TH AV,RALEIGH ST,KILLARNEY ST,GOOD,1313.0,0.072,0.3,0,0.3,90.65174333108087,0.5,0,1,1.0,0.37
BROOKS ST,54TH AV,52ND AV,VERY POOR,832.2,0.189,0.95,0,0.95,1.7183683929628728,0.8,0,1,1.0,0.578
10TH AV,MANITOBA ST,ONTARIO ST,FAIR,814.7,0.196,0.5,0,0.5,91.63892364479568,0.5,0,1,1.0,0.424
BLANCA ST,BELMONT AV,NORTH END,GOOD,564.6,0.323,0.3,0,0.3,1.540375541773983,0.8,0,1,1.0,0.483
12TH AV,KITSILANO DIVERSION / STEPHENS ST,TRAFALGAR ST,GOOD,2092.3,0.015,0.3,0,0.3,98.80837275280737,0.5,0,1,1.0,0.362
8TH AV,MAPLE ST,CYPRESS ST,FAIR,891.6,0.168,0.5,0,0.5,91.5108499168723,0.5,0,1,1.0,0.42
55TH AV,WEST END,KERR ST,GOOD,715.3,0.239,0.3,0,0.3,91.77527990995236,0.5,0,1,1.0,0.396
22ND AV,BLENHEIM ST,BALACLAVA ST,NO DATA,2206.8,0.012,0.5,1,0.4,90.52061150121887,0.5,0,1,1.0,0.379
HOWE ST,CANADA PLACE,CORDOVA ST,NO DATA,393.5,0.455,0.5,1,0.4,216.50532038711668,0.2,0,1,1.0,0.371
LILLOOET ST,14TH AV,GRANDVIEW HWY,POOR,75.4,0.86,0.8,0,0.8,0.2221203995264318,0.8,0,1,1.0,0.652
FRANKLIN ST,VERNON DRIVE,CLARK DRIVE,FAIR,975.3,0.142,0.5,0,0.5,91.03366429939524,0.5,1,1,1.0,0.716
GEORGIA ST,GARDEN DRIVE,NANAIMO ST,FAIR,1110.9,0.108,0.5,0,0.5,90.50016456179753,0.5,0,1,1.0,0.411
EVANS AV,BEGG ST,GLEN DRIVE,VERY GOOD,404.2,0.446,0.1,0,0.1,104.50613278494166,0.5,0,1,1.0,0.391
MACDONALD ST,44TH AV,43RD AV,VERY POOR,844.3,0.185,0.95,0,0.95,0.6314452126092647,0.8,0,1,1.0,0.577
KASLO ST,HASTINGS ST,FRANKLIN ST,FAIR,335.8,0.511,0.5,0,0.5,0.1124981324059604,0.8,0,1,1.0,0.547
HARO ST,DENMAN ST,BIDWELL ST,POOR,314.9,0.533,0.8,0,0.8,134.80256171748965,0.5,0,1,1.0,0.528
FRASER ST,52ND AV,51ST AV,POOR,1141.0,0.102,0.8,0,0.8,0.9809268698401752,0.8,0,1,1.0,0.538
LIME ST,51ST AV,49TH AV,POOR,575.6,0.316,0.8,0,0.8,1.4704125756599637,0.8,0,1,1.0,0.57
MAPLE CRES,30TH AV,29TH AV,POOR,926.0,0.157,0.8,0,0.8,334.0910360975088,0.8,0,1,1.0,0.546
KASLO ST,24TH AV,23RD AV,GOOD,1055.9,0.121,0.3,0,0.3,0.049160062254600234,0.8,0,1,1.0,0.453
EXPO BLVD,CARRALL ST,ABBOTT ST,VERY POOR,89.9,0.836,0.95,0,0.95,301.60963289920966,0.5,0,1,1.0,0.6
FRANKLIN ST,KAMLOOPS ST,PENTICTON ST,FAIR,721.2,0.236,0.5,0,0.5,90.17248785644762,0.5,0,1,1.0,0.43
MAPLE ST,12TH AV,11TH AV,VERY GOOD,1243.0,0.083,0.1,0,0.1,1.5325409375320191,0.8,0,1,1.0,0.412
